a,customer_id,customer_index,date,quantity,amount
3349,12024,1160,1997-12-23,2,19.48
3350,12024,1160,1998-01-02,1,18.49
3351,12024,1160,1998-01-23,2,25.98
3352,12037,1161,1997-02-13,1,19.99
3353,12061,1162,1997-02-13,2,32.72
3354,12078,1163,1997-02-13,1,49.99
3355,12089,1164,1997-02-13,2,30.73
3356,12089,1164,1997-04-08,2,37.54
3357,12089,1164,1997-06-01,2,24.54
3358,12089,1164,1997-10-07,1,20.99
3359,12089,1164,1998-03-25,1,9.33
3360,12089,1164,1998-06-14,1,59.47
3361,12095,1165,1997-02-13,6,77.42
3362,12108,1166,1997-02-13,7,88.8
3363,12108,1166,1997-02-17,4,54.88
3364,12108,1166,1997-02-18,2,27.13
3365,12108,1166,1997-02-19,2,27.93
3366,12108,1166,1997-02-22,3,38.7
3367,12108,1166,1998-03-27,2,14.84
3368,12108,1166,1998-03-30,2,21.98
3369,12108,1166,1998-04-04,2,21.66
3370,12108,1166,1998-05-07,1,9.99
3371,12108,1166,1998-05-15,1,35.99
3372,12108,1166,1998-05-19,1,15.99
3373,12108,1166,1998-05-22,1,13.49
3374,12108,1166,1998-05-28,5,59.95
3375,12108,1166,1998-05-28,5,56.95
3376,12108,1166,1998-06-01,1,4.49
3377,12108,1166,1998-06-03,1,15.49
3378,12108,1166,1998-06-24,1,12.99
3379,12112,1167,1997-02-13,1,12.97
3380,12112,1167,1998-03-28,2,20.98
3381,12123,1168,1997-02-13,1,11.77
3382,12123,1168,1997-02-18,1,9.97
3383,12123,1168,1998-01-08,1,11.49
3384,12124,1169,1997-02-13,1,15.96
3385,12125,1170,1997-02-13,3,46.52
3386,12125,1170,1997-03-04,3,59.97
3387,12143,1171,1997-02-13,1,12.97
3388,12161,1172,1997-02-13,1,12.49
3389,12161,1172,1997-02-27,1,14.96
3390,12161,1172,1997-02-28,1,14.96
3391,12161,1172,1997-03-27,1,13.97
3392,12162,1173,1997-02-13,2,28.74
3393,12179,1174,1997-02-13,1,12.49
3394,12195,1175,1997-02-13,4,59.28
3395,12212,1176,1997-02-13,1,10.97
3396,12233,1177,1997-02-13,1,5.78
3397,12248,1178,1997-02-13,2,27.94
3398,12248,1178,1997-04-16,2,32.26
3399,12252,1179,1997-02-13,1,13.97
3400,12270,1180,1997-02-13,1,13.97
3401,12270,1180,1998-03-05,2,28.98
3402,12270,1180,1998-06-13,3,37.47
3403,12272,1181,1997-02-13,4,50.67
3404,12272,1181,1997-02-17,3,43.73
3405,12272,1181,1997-08-18,2,28.74
3406,12272,1181,1997-08-31,1,28.18
3407,12272,1181,1997-10-13,2,18.98
3408,12272,1181,1998-02-08,2,50.48
3409,12272,1181,1998-03-07,5,65.45
3410,12272,1181,1998-03-09,1,9.49
3411,12272,1181,1998-03-19,1,16.99
3412,12272,1181,1998-03-31,4,37.96
3413,12272,1181,1998-04-15,2,30.98
3414,12272,1181,1998-05-14,3,46.47
3415,12272,1181,1998-06-04,1,9.49
3416,12272,1181,1998-06-14,5,61.45
3417,12283,1182,1997-02-13,1,11.99
3418,12283,1182,1997-02-13,1,10.77
3419,11604,1183,1997-02-14,6,69.94
3420,11604,1183,1997-05-21,1,17.9
3421,11604,1183,1997-07-02,3,41.69
3422,11604,1183,1997-07-08,2,32.72
3423,11604,1183,1997-11-02,2,26.98
3424,11604,1183,1997-12-02,1,16.49
3425,11604,1183,1998-06-14,3,38.24
3426,11763,1184,1997-02-14,5,48.31
3427,11763,1184,1997-04-03,1,12.77
3428,11763,1184,1997-04-10,3,31.05
3429,11763,1184,1997-05-22,2,29.92
3430,11763,1184,1997-07-09,1,4.79
3431,11763,1184,1997-10-17,1,9.99
3432,11763,1184,1997-12-14,3,34.47
3433,11763,1184,1998-02-10,2,21.48
3434,12303,1185,1997-02-14,2,26.73
3435,12303,1185,1997-09-13,3,38.97
3436,12305,1186,1997-02-14,1,14.37
3437,12310,1187,1997-02-14,1,14.37
3438,12310,1187,1997-09-14,3,42.97
3439,12310,1187,1997-09-30,3,41.97
3440,12310,1187,1997-10-18,1,13.99
3441,12310,1187,1997-10-26,1,22.49
3442,12310,1187,1997-11-30,1,15.49
3443,12310,1187,1998-01-18,3,40.56
3444,12310,1187,1998-05-12,1,15.49
3445,12310,1187,1998-05-16,2,42.98
3446,12311,1188,1997-02-14,2,42.36
3447,12311,1188,1997-03-11,1,15.36
3448,12311,1188,1997-12-15,1,18.49
3449,12322,1189,1997-02-14,1,14.37
3450,12322,1189,1997-08-02,2,28.93
3451,12322,1189,1997-09-24,2,25.98
3452,12322,1189,1998-01-02,2,25.98
3453,12322,1189,1998-06-04,4,51.03
3454,12324,1190,1997-02-14,5,62.87
3455,12324,1190,1997-02-20,2,21.74
3456,12327,1191,1997-02-14,2,21.95
3457,12345,1192,1997-02-14,1,15.36
3458,12349,1193,1997-02-14,1,63.37
3459,12349,1193,1997-02-15,4,49.28
3460,12349,1193,1997-02-22,1,24.37
3461,12357,1194,1997-02-14,1,11.77
3462,12357,1194,1997-02-25,1,11.77
3463,12357,1194,1997-12-21,1,15.49
3464,12357,1194,1998-06-09,2,20.98
3465,12366,1195,1997-02-14,1,0.0
3466,12393,1196,1997-02-14,1,15.96
3467,12410,1197,1997-02-14,2,41.54
3468,12432,1198,1997-02-14,2,24.74
3469,12432,1198,1997-02-18,2,24.74
3470,12439,1199,1997-02-14,4,43.25
3471,12439,1199,1997-02-14,1,14.99
3472,12439,1199,1997-02-24,3,44.93
3473,12439,1199,1997-03-21,1,14.99
3474,12439,1199,1997-03-31,2,23.14
3475,12439,1199,1997-04-20,1,12.7
3476,12439,1199,1997-04-24,1,19.99
3477,12439,1199,1997-05-07,3,51.89
3478,12439,1199,1997-05-30,1,14.99
3479,12439,1199,1997-10-07,1,13.99
3480,12442,1200,1997-02-14,2,25.94
3481,12455,1201,1997-02-14,1,9.98
3482,12455,1201,1997-03-18,4,35.51
3483,12455,1201,1997-03-27,4,43.92
3484,12455,1201,1997-05-20,6,62.26
3485,12455,1201,1997-06-27,3,29.94
3486,12455,1201,1997-07-24,4,42.7
3487,12455,1201,1997-08-20,4,32.69
3488,12455,1201,1997-10-01,5,47.95
3489,12455,1201,1997-12-02,1,9.99
3490,12455,1201,1997-12-09,3,25.97
3491,12455,1201,1998-01-19,4,47.96
3492,12455,1201,1998-01-20,2,25.48
3493,12455,1201,1998-02-26,5,60.34
3494,12455,1201,1998-03-18,3,33.54
3495,12455,1201,1998-03-19,1,13.99
3496,12455,1201,1998-05-20,3,39.25
3497,12455,1201,1998-06-10,4,47.35
3498,12463,1202,1997-02-14,1,14.99
3499,12476,1203,1997-02-14,2,28.27
3500,12476,1203,1997-02-22,1,15.96
3501,12476,1203,1997-04-26,3,44.43
3502,12476,1203,1997-06-01,2,29.33
3503,12476,1203,1997-06-08,3,42.69
3504,12476,1203,1997-08-21,4,42.11
3505,12476,1203,1997-09-09,3,39.47
3506,12476,1203,1997-10-07,2,27.98
3507,12476,1203,1997-10-10,1,28.49
3508,12476,1203,1997-10-16,3,44.47
3509,12476,1203,1997-10-23,3,45.47
3510,12476,1203,1997-10-27,3,41.47
3511,12476,1203,1997-10-31,3,40.97
3512,12476,1203,1997-11-10,2,30.48
3513,12476,1203,1997-11-17,3,38.47
3514,12476,1203,1997-11-18,1,11.49
3515,12476,1203,1997-11-27,3,39.47
3516,12476,1203,1997-11-27,2,26.48
3517,12476,1203,1997-12-07,3,49.47
3518,12476,1203,1997-12-07,1,14.99
3519,12476,1203,1997-12-10,2,25.98
3520,12476,1203,1998-01-01,3,30.47
3521,12476,1203,1998-01-04,3,41.97
3522,12476,1203,1998-01-11,3,32.97
3523,12476,1203,1998-01-17,3,41.47
3524,12476,1203,1998-02-02,2,44.21
3525,12476,1203,1998-02-02,2,26.37
3526,12476,1203,1998-02-03,1,15.49
3527,12476,1203,1998-02-05,2,26.48
3528,12476,1203,1998-02-14,2,22.98
3529,12476,1203,1998-02-28,3,43.97
3530,12476,1203,1998-02-28,3,46.47
3531,12476,1203,1998-02-28,2,33.48
3532,12476,1203,1998-03-01,3,39.47
3533,12476,1203,1998-03-02,3,39.97
3534,12476,1203,1998-03-09,1,11.49
3535,12476,1203,1998-03-24,2,29.98
3536,12476,1203,1998-04-16,2,27.37
3537,12476,1203,1998-04-24,1,22.92
3538,12476,1203,1998-04-24,2,26.48
3539,12476,1203,1998-04-26,2,27.37
3540,12476,1203,1998-05-03,2,20.98
3541,12476,1203,1998-05-07,3,38.0
3542,12476,1203,1998-05-18,3,45.47
3543,12476,1203,1998-05-26,3,38.07
3544,12476,1203,1998-06-06,1,12.58
3545,12476,1203,1998-06-26,3,43.36
3546,12485,1204,1997-02-14,1,14.96
3547,12499,1205,1997-02-14,1,34.97
3548,12520,1206,1997-02-14,3,26.57
3549,12533,1207,1997-02-14,5,58.05
3550,12533,1207,1997-02-16,3,46.29
3551,10216,1208,1997-02-15,1,44.77
3552,12545,1209,1997-02-15,3,67.51
3553,12565,1210,1997-02-15,2,25.74
3554,12582,1211,1997-02-15,2,24.73
3555,12582,1211,1997-10-30,3,51.97
3556,12595,1212,1997-02-15,5,66.85
3557,12595,1212,1997-11-06,4,56.96
3558,12595,1212,1998-03-05,3,35.47
3559,12609,1213,1997-02-15,3,35.31
3560,12622,1214,1997-02-15,1,49.99
3561,12638,1215,1997-02-15,1,11.77
3562,12638,1215,1998-02-22,2,28.56
3563,12650,1216,1997-02-15,7,101.11
3564,12658,1217,1997-02-15,2,28.98
3565,12658,1217,1997-03-30,1,13.97
3566,12673,1218,1997-02-15,1,14.37
3567,12687,1219,1997-02-15,1,14.37
3568,12693,1220,1997-02-15,4,59.06
3569,12693,1220,1997-03-13,4,56.28
3570,12693,1220,1998-05-28,3,40.47
3571,12713,1221,1997-02-15,1,20.99
3572,12713,1221,1997-10-14,1,11.49
3573,12733,1222,1997-02-15,2,29.73
3574,12752,1223,1997-02-15,1,3.99
3575,12769,1224,1997-02-15,1,12.97
3576,12784,1225,1997-02-15,3,37.51
3577,12798,1226,1997-02-15,1,12.49
3578,12798,1226,1998-06-02,2,32.98
3579,12798,1226,1998-06-11,5,69.95
3580,12798,1226,1998-06-19,2,27.98
3581,12804,1227,1997-02-15,2,31.52
3582,12804,1227,1997-06-29,2,26.93
3583,12804,1227,1997-07-26,3,40.7
3584,12804,1227,1997-08-31,2,28.73
3585,12804,1227,1997-11-04,2,26.98
3586,12804,1227,1998-03-04,2,30.98
3587,12804,1227,1998-05-29,3,32.97
3588,12815,1228,1997-02-15,1,11.77
3589,12833,1229,1997-02-15,1,15.76
3590,12354,1230,1997-02-16,1,15.36
3591,12354,1230,1997-02-21,1,11.97
3592,12354,1230,1997-03-14,1,10.77
3593,12354,1230,1997-03-14,1,14.37
3594,12354,1230,1997-08-16,1,33.37
3595,12354,1230,1997-10-03,2,25.98
3596,12354,1230,1997-11-13,1,9.49
3597,12354,1230,1998-01-09,1,18.49
3598,12354,1230,1998-01-29,3,27.47
3599,12354,1230,1998-04-29,2,24.98
3600,12425,1231,1997-02-16,4,52.87
3601,12547,1232,1997-02-16,1,14.37
3602,12547,1232,1997-04-08,1,12.77
3603,12547,1232,1997-04-29,1,15.36
3604,12547,1232,1997-08-28,1,5.79
3605,12547,1232,1997-10-21,2,26.48
3606,12547,1232,1997-11-28,1,12.49
3607,12547,1232,1998-02-21,2,25.48
3608,12700,1233,1997-02-16,6,86.52
3609,12845,1234,1997-02-16,2,29.33
3610,12845,1234,1997-02-24,1,15.36
3611,12845,1234,1997-03-26,3,43.3
3612,12845,1234,1997-03-29,2,28.93
3613,12845,1234,1997-04-03,2,37.73
3614,12845,1234,1997-04-20,3,40.71
3615,12845,1234,1997-07-10,2,25.74
3616,12845,1234,1997-07-19,3,54.52
3617,12845,1234,1997-07-27,3,54.9
3618,12845,1234,1997-10-19,3,38.97
3619,12845,1234,1998-02-22,5,75.95
3620,12845,1234,1998-03-01,5,98.6
3621,12845,1234,1998-04-04,11,109.89
3622,12845,1234,1998-04-08,1,65.99
3623,12849,1235,1997-02-16,1,14.37
3624,12861,1236,1997-02-16,3,34.31
3625,12861,1236,1997-02-22,1,11.77
3626,12868,1237,1997-02-16,1,24.9
3627,12882,1238,1997-02-16,1,15.96
3628,12882,1238,1998-01-02,6,81.94
3629,12882,1238,1998-05-09,6,82.81
3630,12882,1238,1998-05-10,1,16.49
3631,12882,1238,1998-05-22,1,27.99
3632,12884,1239,1997-02-16,4,62.65
3633,12884,1239,1997-04-06,2,36.33
3634,12884,1239,1997-05-19,3,46.28
3635,12900,1240,1997-02-16,1,12.77
3636,12924,1241,1997-02-16,2,47.98
3637,12924,1241,1998-03-08,1,13.49
3638,12934,1242,1997-02-16,1,12.49
3639,12934,1242,1997-02-22,1,12.97
3640,12934,1242,1997-03-25,1,14.9
3641,12934,1242,1997-04-25,1,12.49
3642,12934,1242,1997-05-10,1,19.55
3643,12934,1242,1997-05-24,1,12.25
3644,12934,1242,1997-05-31,2,18.52
3645,12934,1242,1997-06-07,1,12.25
3646,12934,1242,1997-06-18,1,21.0
3647,12934,1242,1997-06-24,1,12.25
3648,12934,1242,1997-07-08,1,16.65
3649,12934,1242,1997-09-20,1,12.49
3650,12934,1242,1997-10-19,2,33.98
3651,12934,1242,1997-11-23,1,9.99
3652,12934,1242,1997-12-17,1,9.49
3653,12934,1242,1998-02-14,3,44.97
3654,12934,1242,1998-03-22,1,21.49
3655,12934,1242,1998-04-11,1,12.58
3656,12934,1242,1998-04-18,4,46.47
3657,12934,1242,1998-05-23,3,37.97
3658,12934,1242,1998-05-30,1,20.99
3659,12934,1242,1998-06-16,1,6.49
3660,12940,1243,1997-02-16,1,32.37
3661,12952,1244,1997-02-16,3,39.91
3662,12952,1244,1997-02-25,2,39.74
3663,12953,1245,1997-02-16,3,46.49
3664,12953,1245,1997-02-22,2,31.98
3665,12953,1245,1997-03-11,2,30.95
3666,12953,1245,1997-03-23,4,41.56
3667,12953,1245,1997-07-25,2,36.22
3668,12953,1245,1997-09-03,1,13.72
3669,12953,1245,1997-09-05,1,5.79
3670,12953,1245,1997-09-29,1,11.49
3671,12953,1245,1997-09-30,2,24.98
3672,12953,1245,1997-11-22,1,12.49
3673,12953,1245,1998-01-02,2,24.98
3674,12953,1245,1998-01-27,1,21.49
3675,12953,1245,1998-03-18,3,36.47
3676,12953,1245,1998-04-20,2,34.51
3677,12953,1245,1998-04-21,1,19.49
3678,12957,1246,1997-02-16,4,51.67
3679,12962,1247,1997-02-16,1,15.36
3680,12962,1247,1997-03-13,1,12.77
3681,12973,1248,1997-02-16,2,39.35
3682,12973,1248,1998-05-23,10,122.9
3683,12981,1249,1997-02-16,2,30.72
3684,12981,1249,1997-04-12,2,29.33
3685,12989,1250,1997-02-16,2,28.76
3686,13004,1251,1997-02-16,1,11.77
3687,13023,1252,1997-02-16,3,39.91
3688,13023,1252,1997-04-16,5,66.04
3689,13023,1252,1997-05-29,5,47.1
3690,13023,1252,1997-07-30,2,28.34
3691,13023,1252,1997-10-14,3,41.47
3692,13023,1252,1997-11-08,3,39.47
3693,13028,1253,1997-02-16,3,36.31
3694,13041,1254,1997-02-16,1,17.97
3695,13052,1255,1997-02-16,1,13.97
3696,13052,1255,1998-01-20,3,41.97
3697,13052,1255,1998-04-15,1,11.49
3698,13052,1255,1998-05-04,4,64.35
3699,13052,1255,1998-06-10,3,33.95
3700,13068,1256,1997-02-16,1,11.99
3701,13068,1256,1997-02-16,1,9.77
3702,13083,1257,1997-02-16,1,10.77
3703,13085,1258,1997-02-16,3,32.92
3704,13085,1258,1997-04-15,10,84.96
3705,13085,1258,1997-05-14,7,77.01
3706,13085,1258,1997-05-27,7,72.2
3707,13093,1259,1997-02-16,4,104.72
3708,13093,1259,1997-03-08,3,51.73
3709,13093,1259,1997-10-05,4,66.96
3710,13093,1259,1998-01-08,6,79.44
3711,13093,1259,1998-02-28,4,48.94
3712,13093,1259,1998-03-16,3,93.97
3713,13093,1259,1998-03-25,5,59.45
3714,13093,1259,1998-06-10,6,91.92
3715,13098,1260,1997-02-16,1,11.77
3716,13103,1261,1997-02-16,1,14.79
3717,13103,1261,1997-07-05,1,13.77
3718,13122,1262,1997-02-16,2,46.36
3719,13122,1262,1997-02-22,2,26.66
3720,13122,1262,1997-04-06,3,52.9
3721,13122,1262,1997-05-05,1,25.77
3722,13122,1262,1997-06-15,10,158.44
3723,13122,1262,1997-07-20,1,59.99
3724,13122,1262,1997-08-10,2,119.98
3725,13123,1263,1997-02-16,1,15.36
3726,13128,1264,1997-02-16,1,11.77
3727,13128,1264,1997-05-03,1,11.97
3728,13128,1264,1997-07-16,1,13.97
3729,13128,1264,1997-12-28,2,27.98
3730,13128,1264,1998-01-26,1,13.99
3731,13128,1264,1998-04-09,1,14.49
3732,5844,1265,1997-02-17,4,66.96
3733,5844,1265,1997-06-27,2,30.6
3734,5844,1265,1997-10-03,2,30.6
3735,12853,1266,1997-02-17,2,30.72
3736,12853,1266,1997-02-18,1,6.79
3737,13141,1267,1997-02-17,2,33.4
3738,13142,1268,1997-02-17,2,23.94
3739,13142,1268,1997-03-09,1,8.78
3740,13150,1269,1997-02-17,1,13.97
3741,13150,1269,1997-02-22,1,14.96
3742,13158,1270,1997-02-17,2,40.09
3743,13168,1271,1997-02-17,1,22.77
3744,13168,1271,1997-03-20,1,11.77
3745,13168,1271,1997-03-20,1,14.79
3746,13168,1271,1997-05-05,3,47.13
3747,13168,1271,1997-05-11,1,14.37
3748,13168,1271,1997-10-26,1,13.99
3749,13168,1271,1997-11-25,1,11.49
3750,13168,1271,1998-03-14,1,13.99
3751,13182,1272,1997-02-17,2,29.98
3752,13182,1272,1997-05-04,3,43.7
3753,13182,1272,1997-06-28,2,28.34
3754,13182,1272,1997-10-27,4,54.96
3755,13182,1272,1998-02-14,2,31.48
3756,13188,1273,1997-02-17,2,26.56
3757,13202,1274,1997-02-17,1,13.97
3758,13220,1275,1997-02-17,4,89.74
3759,13224,1276,1997-02-17,1,16.7
3760,13224,1276,1997-02-19,4,61.67
3761,13224,1276,1997-03-06,3,46.17
3762,13234,1277,1997-02-17,1,18.99
3763,13234,1277,1997-04-09,1,18.99
3764,13242,1278,1997-02-17,2,28.47
3765,13242,1278,1997-06-08,2,29.73
3766,13243,1279,1997-02-17,1,13.97
3767,13243,1279,1997-10-13,1,16.49
3768,13257,1280,1997-02-17,1,14.79
3769,13284,1281,1997-02-17,1,11.77
3770,13322,1282,1997-02-17,1,15.96
3771,13330,1283,1997-02-17,3,58.95
3772,13330,1283,1997-02-23,1,17.76
3773,13330,1283,1997-02-24,1,17.76
3774,13330,1283,1997-02-27,1,14.37
3775,13339,1284,1997-02-17,1,15.36
3776,13339,1284,1997-03-27,1,14.96
3777,13339,1284,1997-04-16,1,12.97
3778,13343,1285,1997-02-17,3,44.69
3779,13350,1286,1997-02-17,1,26.99
3780,13350,1286,1997-02-21,1,11.77
3781,13350,1286,1997-03-18,1,16.36
3782,13350,1286,1997-07-01,1,14.79
3783,13357,1287,1997-02-17,2,31.72
3784,13372,1288,1997-02-17,1,15.96
3785,13372,1288,1998-05-31,4,50.73
3786,13375,1289,1997-02-17,3,60.97
3787,13375,1289,1997-04-02,1,25.37
3788,13386,1290,1997-02-17,3,49.97
3789,13386,1290,1997-02-25,4,69.96
3790,13386,1290,1997-04-21,6,93.24
3791,13386,1290,1997-08-08,4,86.33
3792,13386,1290,1997-08-09,2,24.98
3793,13386,1290,1997-10-23,2,48.98
3794,13386,1290,1997-11-09,1,19.49
3795,13386,1290,1997-11-13,8,114.92
3796,13386,1290,1997-11-18,6,127.94
3797,13386,1290,1997-12-09,2,26.48
3798,13386,1290,1998-02-02,2,36.98
3799,13386,1290,1998-03-02,2,24.98
3800,13386,1290,1998-04-26,1,11.49
3801,13386,1290,1998-05-06,1,18.49
3802,13386,1290,1998-05-06,1,11.49
3803,13386,1290,1998-05-27,2,78.98
3804,13386,1290,1998-06-02,1,66.99
3805,13386,1290,1998-06-23,3,63.47
3806,13391,1291,1997-02-17,1,14.79
3807,13403,1292,1997-02-17,3,36.11
3808,13403,1292,1997-03-17,2,17.74
3809,13403,1292,1997-04-15,1,10.77
3810,13403,1292,1997-05-12,3,39.7
3811,13403,1292,1997-05-29,2,26.94
3812,13403,1292,1997-08-19,1,10.77
3813,13403,1292,1997-09-20,1,12.99
3814,13403,1292,1997-10-26,1,9.49
3815,13403,1292,1997-11-09,2,35.98
3816,13403,1292,1997-12-17,2,28.98
3817,13403,1292,1998-02-08,3,39.55
3818,13403,1292,1998-03-05,3,35.85
3819,13403,1292,1998-03-25,3,43.47
3820,13403,1292,1998-04-01,3,34.86
3821,13403,1292,1998-04-08,2,24.98
3822,13403,1292,1998-04-12,1,29.99
3823,13403,1292,1998-04-21,3,47.97
3824,13403,1292,1998-05-09,2,24.98
3825,13403,1292,1998-05-16,1,10.49
3826,13403,1292,1998-05-16,1,13.99
3827,13403,1292,1998-05-17,1,10.49
3828,13403,1292,1998-06-01,5,62.95
3829,13403,1292,1998-06-01,1,9.99
3830,13403,1292,1998-06-19,2,23.98
3831,13408,1293,1997-02-17,1,0.0
3832,13413,1294,1997-02-17,1,15.9
3833,13413,1294,1997-03-30,2,17.54
3834,13417,1295,1997-02-17,6,74.59
3835,13417,1295,1997-09-16,2,28.48
3836,13417,1295,1998-02-14,4,46.46
3837,13425,1296,1997-02-17,1,23.77
3838,13425,1296,1997-02-27,2,28.74
3839,13425,1296,1997-04-12,1,11.77
3840,13425,1296,1997-06-03,2,29.13
3841,13425,1296,1997-08-30,3,44.3
3842,13425,1296,1997-11-22,7,105.93
3843,13425,1296,1998-05-29,6,70.33
3844,13425,1296,1998-06-20,4,52.63
3845,13427,1297,1997-02-17,2,31.53
3846,13427,1297,1997-10-04,1,16.99
3847,13427,1297,1997-12-16,1,12.49
3848,13435,1298,1997-02-17,2,27.13
3849,13435,1298,1997-08-25,1,13.97
3850,13435,1298,1997-08-26,2,27.93
3851,13435,1298,1997-12-07,3,53.97
3852,13435,1298,1997-12-12,1,9.49
3853,13435,1298,1998-01-19,4,54.95
3854,13435,1298,1998-02-28,1,14.49
3855,13444,1299,1997-02-17,4,145.74
3856,13458,1300,1997-02-17,1,22.99
3857,13458,1300,1997-03-16,3,50.84
3858,13458,1300,1997-04-13,1,23.99
3859,13458,1300,1997-06-01,1,25.32
3860,13458,1300,1997-09-26,2,24.98
3861,1425,1301,1997-02-18,1,17.3
3862,9651,1302,1997-02-18,37,493.91
3863,12380,1303,1997-02-18,2,23.94
3864,13304,1304,1997-02-18,9,140.93
3865,13314,1305,1997-02-18,3,52.97
3866,13314,1305,1997-05-26,2,26.73
3867,13314,1305,1997-07-19,2,41.74
3868,13476,1306,1997-02-18,1,16.76
3869,13480,1307,1997-02-18,2,27.94
3870,13480,1307,1997-09-14,3,36.97
3871,13488,1308,1997-02-18,8,106.18
3872,13489,1309,1997-02-18,1,14.96
3873,13489,1309,1997-06-24,1,16.36
3874,13504,1310,1997-02-18,4,44.28
3875,13504,1310,1997-03-14,13,246.51
3876,13504,1310,1997-04-15,8,99.56
3877,13508,1311,1997-02-18,7,126.37
3878,13526,1312,1997-02-18,3,50.97
3879,13535,1313,1997-02-18,1,13.97
3880,13535,1313,1997-04-30,1,14.79
3881,13535,1313,1998-05-10,1,12.72
3882,13547,1314,1997-02-18,2,20.55
3883,13559,1315,1997-02-18,3,41.9
3884,13567,1316,1997-02-18,5,55.07
3885,13567,1316,1997-03-18,2,23.74
3886,13567,1316,1997-05-12,2,29.75
3887,13567,1316,1997-10-29,3,38.97
3888,13567,1316,1998-06-04,2,31.98
3889,13571,1317,1997-02-18,5,62.44
3890,13571,1317,1997-04-23,2,26.73
3891,13580,1318,1997-02-18,2,36.73
3892,13598,1319,1997-02-18,2,32.72
3893,13614,1320,1997-02-18,2,27.28
3894,13614,1320,1997-03-18,1,13.97
3895,13614,1320,1997-03-24,1,14.96
3896,13614,1320,1997-04-03,2,29.58
3897,13616,1321,1997-02-18,2,29.98
3898,13629,1322,1997-02-18,1,13.97
3899,13648,1323,1997-02-18,2,29.27
3900,13663,1324,1997-02-18,6,86.11
3901,13679,1325,1997-02-18,2,29.98
3902,13698,1326,1997-02-18,1,35.77
3903,13701,1327,1997-02-18,2,26.56
3904,13701,1327,1997-07-01,1,11.97
3905,13701,1327,1998-06-23,2,22.98
3906,13709,1328,1997-02-18,2,24.98
3907,13709,1328,1997-09-11,1,23.49
3908,13709,1328,1997-10-08,1,2.99
3909,13709,1328,1997-12-07,2,22.98
3910,13709,1328,1998-01-06,2,24.98
3911,13709,1328,1998-06-17,2,27.98
3912,13710,1329,1997-02-18,3,36.54
3913,13710,1329,1997-03-05,1,13.97
3914,13710,1329,1997-05-20,3,74.29
3915,13710,1329,1997-08-03,3,34.52
3916,13710,1329,1997-08-03,1,14.96
3917,13710,1329,1997-12-27,1,15.49
3918,13710,1329,1998-03-21,3,39.75
3919,13710,1329,1998-05-01,2,29.36
3920,13719,1330,1997-02-18,1,54.77
3921,13719,1330,1997-05-26,1,11.77
3922,13719,1330,1997-08-27,3,54.5
3923,13719,1330,1997-11-19,2,25.48
3924,13719,1330,1998-01-26,2,21.98
3925,13726,1331,1997-02-18,1,24.99
3926,13739,1332,1997-02-18,1,11.77
3927,13751,1333,1997-02-18,1,5.78
3928,13764,1334,1997-02-18,1,15.3
3929,13764,1334,1997-03-22,1,15.3
3930,7606,1335,1997-02-19,3,50.94
3931,12702,1336,1997-02-19,1,12.49
3932,12702,1336,1997-02-19,2,28.74
3933,13771,1337,1997-02-19,1,15.36
3934,13786,1338,1997-02-19,1,19.99
3935,13786,1338,1997-03-08,1,13.97
3936,13786,1338,1997-04-13,1,14.96
3937,13786,1338,1997-07-06,2,29.33
3938,13786,1338,1997-09-11,3,24.97
3939,13786,1338,1997-11-13,3,38.97
3940,13794,1339,1997-02-19,2,29.58
3941,13802,1340,1997-02-19,1,11.77
3942,13802,1340,1997-03-02,3,44.11
3943,13811,1341,1997-02-19,1,13.97
3944,13811,1341,1997-02-20,1,12.77
3945,13811,1341,1997-02-27,3,42.31
3946,13811,1341,1997-03-14,1,6.79
3947,13829,1342,1997-02-19,1,11.77
3948,13844,1343,1997-02-19,1,19.99
3949,13857,1344,1997-02-19,2,29.73
3950,13857,1344,1997-12-09,4,50.46
3951,13857,1344,1998-01-21,4,70.96
3952,13869,1345,1997-02-19,2,26.14
3953,13883,1346,1997-02-19,1,12.79
3954,13898,1347,1997-02-19,1,13.97
3955,13901,1348,1997-02-19,3,33.72
3956,13901,1348,1997-09-14,1,12.99
3957,13901,1348,1997-09-21,1,31.49
3958,13901,1348,1997-09-22,1,11.49
3959,13901,1348,1997-10-02,2,25.48
3960,13901,1348,1998-01-14,2,37.48
3961,13901,1348,1998-01-28,2,48.51
3962,13901,1348,1998-02-06,1,11.02
3963,13902,1349,1997-02-19,1,14.79
3964,13902,1349,1997-08-04,6,71.62
3965,13902,1349,1998-03-02,6,88.44
3966,13902,1349,1998-06-09,4,48.46
3967,13917,1350,1997-02-19,1,20.97
3968,13924,1351,1997-02-19,2,29.48
3969,13924,1351,1997-02-26,1,14.37
3970,13938,1352,1997-02-19,4,50.28
3971,13938,1352,1997-09-21,3,41.47
3972,13938,1352,1997-12-11,1,12.49
3973,13938,1352,1997-12-11,1,22.99
3974,13938,1352,1998-02-27,3,26.75
3975,13938,1352,1998-06-16,1,28.49
3976,13939,1353,1997-02-19,1,31.99
3977,13939,1353,1997-02-22,1,15.36
3978,13939,1353,1997-05-08,1,35.99
3979,13941,1354,1997-02-19,1,13.97
3980,13941,1354,1997-10-02,3,39.97
3981,13954,1355,1997-02-19,1,11.77
3982,13954,1355,1997-05-15,1,14.37
3983,13954,1355,1997-08-08,3,45.1
